-9.69403800476 15.7604480606 [21, 66, 50]


-16.818679023 -1.20067381107 [95, 84, 92]
-14.7020680958 -10.8605275027 [77, 78, 80]
-17.7018068696 0.814519431334 [93, 90, 107]
-16.2103921856 -3.84430191221 [94, 87, 75]
-16.3646252841 -2.50352243795 [100, 104, 61]
-16.0810363458 -4.48296228043 [90, 84, 81]
-15.5637400575 -7.60803962505 [76, 90, 78]
-16.0475236007 -7.32327444162 [77, 101, 79]
-17.5608155058 -0.103722610854 [98, 89, 90]
-15.0689312683 -9.39651093816 [82, 80, 78]


-16.818679023 -1.20067381107 [95, 84, 92]
-14.7020680958 -10.8605275027 [77, 78, 80]
-17.7018068696 0.814519431334 [93, 90, 107]
-16.2103921856 -3.84430191221 [94, 87, 75]
-16.3646252841 -2.50352243795 [100, 104, 61]
-16.0810363458 -4.48296228043 [90, 84, 81]
-15.5637400575 -7.60803962505 [76, 90, 78]
-16.0475236007 -7.32327444162 [77, 101, 79]
-17.5608155058 -0.103722610854 [98, 89, 90]
-15.0689312683 -9.39651093816 [82, 80, 78]


-16.818679023 -1.20067381107 [95, 84, 92]
-14.7020680958 -10.8605275027 [77, 78, 80]
-17.7018068696 0.814519431334 [93, 90, 107]
-16.2103921856 -3.84430191221 [94, 87, 75]
-16.3646252841 -2.50352243795 [100, 104, 61]
-16.0810363458 -4.48296228043 [90, 84, 81]
-15.5637400575 -7.60803962505 [76, 90, 78]
-16.0475236007 -7.32327444162 [77, 101, 79]
-17.5608155058 -0.103722610854 [98, 89, 90]
-15.0689312683 -9.39651093816 [82, 80, 78]


-16.818679023 -1.20067381107 [95, 84, 92]
-14.7020680958 -10.8605275027 [77, 78, 80]
-17.7018068696 0.814519431334 [93, 90, 107]
-16.2103921856 -3.84430191221 [94, 87, 75]
-16.3646252841 -2.50352243795 [100, 104, 61]
-16.0810363458 -4.48296228043 [90, 84, 81]
-15.5637400575 -7.60803962505 [76, 90, 78]
-16.0475236007 -7.32327444162 [77, 101, 79]
-17.5608155058 -0.103722610854 [98, 89, 90]
-15.0689312683 -9.39651093816 [82, 80, 78]


-16.818679023 -1.20067381107 [95, 84, 92]
-14.7020680958 -10.8605275027 [77, 78, 80]
-17.7018068696 0.814519431334 [93, 90, 107]
-16.2103921856 -3.84430191221 [94, 87, 75]
-16.3646252841 -2.50352243795 [100, 104, 61]
-16.0810363458 -4.48296228043 [90, 84, 81]
-15.5637400575 -7.60803962505 [76, 90, 78]
-16.0475236007 -7.32327444162 [77, 101, 79]
-17.5608155058 -0.103722610854 [98, 89, 90]
-15.0689312683 -9.39651093816 [82, 80, 78]


-16.818679023 -1.20067381107 [95, 84, 92]
-14.7020680958 -10.8605275027 [77, 78, 80]
-17.7018068696 0.814519431334 [93, 90, 107]
-16.2103921856 -3.84430191221 [94, 87, 75]
-16.3646252841 -2.50352243795 [100, 104, 61]
-16.0810363458 -4.48296228043 [90, 84, 81]
-15.5637400575 -7.60803962505 [76, 90, 78]
-16.0475236007 -7.32327444162 [77, 101, 79]
-17.5608155058 -0.103722610854 [98, 89, 90]
-15.0689312683 -9.39651093816 [82, 80, 78]


-16.818679023 -1.20067381107 [95, 84, 92]
-14.7020680958 -10.8605275027 [77, 78, 80]
-17.7018068696 0.814519431334 [93, 90, 107]
-16.2103921856 -3.84430191221 [94, 87, 75]
-16.3646252841 -2.50352243795 [100, 104, 61]
-16.0810363458 -4.48296228043 [90, 84, 81]
-15.5637400575 -7.60803962505 [76, 90, 78]
-16.0475236007 -7.32327444162 [77, 101, 79]
-17.5608155058 -0.103722610854 [98, 89, 90]
-15.0689312683 -9.39651093816 [82, 80, 78]


-16.818679023 -1.20067381107 [95, 84, 92]
-14.7020680958 -10.8605275027 [77, 78, 80]
-17.7018068696 0.814519431334 [93, 90, 107]
-16.2103921856 -3.84430191221 [94, 87, 75]
-16.3646252841 -2.50352243795 [100, 104, 61]
-16.0810363458 -4.48296228043 [90, 84, 81]
-15.5637400575 -7.60803962505 [76, 90, 78]
-16.0475236007 -7.32327444162 [77, 101, 79]
-17.5608155058 -0.103722610854 [98, 89, 90]
-15.0689312683 -9.39651093816 [82, 80, 78]


-16.818679023 -1.20067381107 [95, 84, 92]
-14.7020680958 -10.8605275027 [77, 78, 80]
-17.7018068696 0.814519431334 [93, 90, 107]
-16.2103921856 -3.84430191221 [94, 87, 75]
-16.3646252841 -2.50352243795 [100, 104, 61]
-16.0810363458 -4.48296228043 [90, 84, 81]
-15.5637400575 -7.60803962505 [76, 90, 78]
-16.0475236007 -7.32327444162 [77, 101, 79]
-17.5608155058 -0.103722610854 [98, 89, 90]
-15.0689312683 -9.39651093816 [82, 80, 78]


-16.818679023 -1.20067381107 [95, 84, 92]
-14.7020680958 -10.8605275027 [77, 78, 80]
-17.7018068696 0.814519431334 [93, 90, 107]
-16.2103921856 -3.84430191221 [94, 87, 75]
-16.3646252841 -2.50352243795 [100, 104, 61]
-16.0810363458 -4.48296228043 [90, 84, 81]
-15.5637400575 -7.60803962505 [76, 90, 78]
-16.0475236007 -7.32327444162 [77, 101, 79]
-17.5608155058 -0.103722610854 [98, 89, 90]
-15.0689312683 -9.39651093816 [82, 80, 78]


-16.818679023 -1.20067381107 [95, 84, 92]
-14.7020680958 -10.8605275027 [77, 78, 80]
-17.7018068696 0.814519431334 [93, 90, 107]
-16.2103921856 -3.84430191221 [94, 87, 75]
-16.3646252841 -2.50352243795 [100, 104, 61]
-16.0810363458 -4.48296228043 [90, 84, 81]
-15.5637400575 -7.60803962505 [76, 90, 78]
-16.0475236007 -7.32327444162 [77, 101, 79]
-17.5608155058 -0.103722610854 [98, 89, 90]
-15.0689312683 -9.39651093816 [82, 80, 78]


-16.818679023 -1.20067381107 [95, 84, 92]
-14.7020680958 -10.8605275027 [77, 78, 80]
-17.7018068696 0.814519431334 [93, 90, 107]
-16.2103921856 -3.84430191221 [94, 87, 75]
-16.3646252841 -2.50352243795 [100, 104, 61]
-16.0810363458 -4.48296228043 [90, 84, 81]
-15.5637400575 -7.60803962505 [76, 90, 78]
-16.0475236007 -7.32327444162 [77, 101, 79]
-17.5608155058 -0.103722610854 [98, 89, 90]
-15.0689312683 -9.39651093816 [82, 80, 78]


-16.818679023 -1.20067381107 [95, 84, 92]
-14.7020680958 -10.8605275027 [77, 78, 80]
-17.7018068696 0.814519431334 [93, 90, 107]
-16.2103921856 -3.84430191221 [94, 87, 75]
-16.3646252841 -2.50352243795 [100, 104, 61]
-16.0810363458 -4.48296228043 [90, 84, 81]
-15.5637400575 -7.60803962505 [76, 90, 78]
-16.0475236007 -7.32327444162 [77, 101, 79]
-17.5608155058 -0.103722610854 [98, 89, 90]
-15.0689312683 -9.39651093816 [82, 80, 78]


-16.818679023 -1.20067381107 [95, 84, 92]
-14.7020680958 -10.8605275027 [77, 78, 80]
-17.7018068696 0.814519431334 [93, 90, 107]
-16.2103921856 -3.84430191221 [94, 87, 75]
-16.3646252841 -2.50352243795 [100, 104, 61]
-16.0810363458 -4.48296228043 [90, 84, 81]
-15.5637400575 -7.60803962505 [76, 90, 78]
-16.0475236007 -7.32327444162 [77, 101, 79]
-17.5608155058 -0.103722610854 [98, 89, 90]
-15.0689312683 -9.39651093816 [82, 80, 78]


-16.818679023 -1.20067381107 [95, 84, 92]
-14.7020680958 -10.8605275027 [77, 78, 80]
-17.7018068696 0.814519431334 [93, 90, 107]
-16.2103921856 -3.84430191221 [94, 87, 75]
-16.3646252841 -2.50352243795 [100, 104, 61]
-16.0810363458 -4.48296228043 [90, 84, 81]
-15.5637400575 -7.60803962505 [76, 90, 78]
-16.0475236007 -7.32327444162 [77, 101, 79]
-17.5608155058 -0.103722610854 [98, 89, 90]
-15.0689312683 -9.39651093816 [82, 80, 78]


-16.818679023 -1.20067381107 [95, 84, 92]
-14.7020680958 -10.8605275027 [77, 78, 80]
-17.7018068696 0.814519431334 [93, 90, 107]
-16.2103921856 -3.84430191221 [94, 87, 75]
-16.3646252841 -2.50352243795 [100, 104, 61]
-16.0810363458 -4.48296228043 [90, 84, 81]
-15.5637400575 -7.60803962505 [76, 90, 78]
-16.0475236007 -7.32327444162 [77, 101, 79]
-17.5608155058 -0.103722610854 [98, 89, 90]
-15.0689312683 -9.39651093816 [82, 80, 78]


-16.818679023 -1.20067381107 [95, 84, 92]
-14.7020680958 -10.8605275027 [77, 78, 80]
-17.7018068696 0.814519431334 [93, 90, 107]
-16.2103921856 -3.84430191221 [94, 87, 75]
-16.3646252841 -2.50352243795 [100, 104, 61]
-16.0810363458 -4.48296228043 [90, 84, 81]
-15.5637400575 -7.60803962505 [76, 90, 78]
-16.0475236007 -7.32327444162 [77, 101, 79]
-17.5608155058 -0.103722610854 [98, 89, 90]
-15.0689312683 -9.39651093816 [82, 80, 78]


-16.818679023 -1.20067381107 [95, 84, 92]
-14.7020680958 -10.8605275027 [77, 78, 80]
-17.7018068696 0.814519431334 [93, 90, 107]
-16.2103921856 -3.84430191221 [94, 87, 75]
-16.3646252841 -2.50352243795 [100, 104, 61]
-16.0810363458 -4.48296228043 [90, 84, 81]
-15.5637400575 -7.60803962505 [76, 90, 78]
-16.0475236007 -7.32327444162 [77, 101, 79]
-17.5608155058 -0.103722610854 [98, 89, 90]
-15.0689312683 -9.39651093816 [82, 80, 78]


-16.818679023 -1.20067381107 [95, 84, 92]
-14.7020680958 -10.8605275027 [77, 78, 80]
-17.7018068696 0.814519431334 [93, 90, 107]
-16.2103921856 -3.84430191221 [94, 87, 75]
-16.3646252841 -2.50352243795 [100, 104, 61]
-16.0810363458 -4.48296228043 [90, 84, 81]
-15.5637400575 -7.60803962505 [76, 90, 78]
-16.0475236007 -7.32327444162 [77, 101, 79]
-17.5608155058 -0.103722610854 [98, 89, 90]
-15.0689312683 -9.39651093816 [82, 80, 78]


-16.818679023 -1.20067381107 [95, 84, 92]
-14.7020680958 -10.8605275027 [77, 78, 80]
-17.7018068696 0.814519431334 [93, 90, 107]
-16.2103921856 -3.84430191221 [94, 87, 75]
-16.3646252841 -2.50352243795 [100, 104, 61]
-16.0810363458 -4.48296228043 [90, 84, 81]
-15.5637400575 -7.60803962505 [76, 90, 78]
-16.0475236007 -7.32327444162 [77, 101, 79]
-17.5608155058 -0.103722610854 [98, 89, 90]
-15.0689312683 -9.39651093816 [82, 80, 78]


-16.818679023 -1.20067381107 [95, 84, 92]
-14.7020680958 -10.8605275027 [77, 78, 80]
-17.7018068696 0.814519431334 [93, 90, 107]
-16.2103921856 -3.84430191221 [94, 87, 75]
-16.3646252841 -2.50352243795 [100, 104, 61]
-16.0810363458 -4.48296228043 [90, 84, 81]
-15.5637400575 -7.60803962505 [76, 90, 78]
-16.0475236007 -7.32327444162 [77, 101, 79]
-17.5608155058 -0.103722610854 [98, 89, 90]
-15.0689312683 -9.39651093816 [82, 80, 78]


-16.818679023 -1.20067381107 [95, 84, 92]
-14.7020680958 -10.8605275027 [77, 78, 80]
-17.7018068696 0.814519431334 [93, 90, 107]
-16.2103921856 -3.84430191221 [94, 87, 75]
-16.3646252841 -2.50352243795 [100, 104, 61]
-16.0810363458 -4.48296228043 [90, 84, 81]
-15.5637400575 -7.60803962505 [76, 90, 78]
-16.0475236007 -7.32327444162 [77, 101, 79]
-17.5608155058 -0.103722610854 [98, 89, 90]
-15.0689312683 -9.39651093816 [82, 80, 78]


-16.818679023 -1.20067381107 [95, 84, 92]
-14.7020680958 -10.8605275027 [77, 78, 80]
-17.7018068696 0.814519431334 [93, 90, 107]
-16.2103921856 -3.84430191221 [94, 87, 75]
-16.3646252841 -2.50352243795 [100, 104, 61]
-16.0810363458 -4.48296228043 [90, 84, 81]
-15.5637400575 -7.60803962505 [76, 90, 78]
-16.0475236007 -7.32327444162 [77, 101, 79]
-17.5608155058 -0.103722610854 [98, 89, 90]
-15.0689312683 -9.39651093816 [82, 80, 78]


-16.818679023 -1.20067381107 [95, 84, 92]
-14.7020680958 -10.8605275027 [77, 78, 80]
-17.7018068696 0.814519431334 [93, 90, 107]
-16.2103921856 -3.84430191221 [94, 87, 75]
-16.3646252841 -2.50352243795 [100, 104, 61]
-16.0810363458 -4.48296228043 [90, 84, 81]
-15.5637400575 -7.60803962505 [76, 90, 78]
-16.0475236007 -7.32327444162 [77, 101, 79]
-17.5608155058 -0.103722610854 [98, 89, 90]
-15.0689312683 -9.39651093816 [82, 80, 78]


-16.818679023 -1.20067381107 [95, 84, 92]
-14.7020680958 -10.8605275027 [77, 78, 80]
-17.7018068696 0.814519431334 [93, 90, 107]
-16.2103921856 -3.84430191221 [94, 87, 75]
-16.3646252841 -2.50352243795 [100, 104, 61]
-16.0810363458 -4.48296228043 [90, 84, 81]
-15.5637400575 -7.60803962505 [76, 90, 78]
-16.0475236007 -7.32327444162 [77, 101, 79]
-17.5608155058 -0.103722610854 [98, 89, 90]
-15.0689312683 -9.39651093816 [82, 80, 78]


-16.818679023 -1.20067381107 [95, 84, 92]
-14.7020680958 -10.8605275027 [77, 78, 80]
-17.7018068696 0.814519431334 [93, 90, 107]
-16.2103921856 -3.84430191221 [94, 87, 75]
-16.3646252841 -2.50352243795 [100, 104, 61]
-16.0810363458 -4.48296228043 [90, 84, 81]
-15.5637400575 -7.60803962505 [76, 90, 78]
-16.0475236007 -7.32327444162 [77, 101, 79]
-17.5608155058 -0.103722610854 [98, 89, 90]
-15.0689312683 -9.39651093816 [82, 80, 78]


-16.818679023 -1.20067381107 [95, 84, 92]
-14.7020680958 -10.8605275027 [77, 78, 80]
-17.7018068696 0.814519431334 [93, 90, 107]
-16.2103921856 -3.84430191221 [94, 87, 75]
-16.3646252841 -2.50352243795 [100, 104, 61]
-16.0810363458 -4.48296228043 [90, 84, 81]
-15.5637400575 -7.60803962505 [76, 90, 78]
-16.0475236007 -7.32327444162 [77, 101, 79]
-17.5608155058 -0.103722610854 [98, 89, 90]
-15.0689312683 -9.39651093816 [82, 80, 78]


-16.818679023 -1.20067381107 [95, 84, 92]
-14.7020680958 -10.8605275027 [77, 78, 80]
-17.7018068696 0.814519431334 [93, 90, 107]
-16.2103921856 -3.84430191221 [94, 87, 75]
-16.3646252841 -2.50352243795 [100, 104, 61]
-16.0810363458 -4.48296228043 [90, 84, 81]
-15.5637400575 -7.60803962505 [76, 90, 78]
-16.0475236007 -7.32327444162 [77, 101, 79]
-17.5608155058 -0.103722610854 [98, 89, 90]
-15.0689312683 -9.39651093816 [82, 80, 78]


-16.818679023 -1.20067381107 [95, 84, 92]
-14.7020680958 -10.8605275027 [77, 78, 80]
-17.7018068696 0.814519431334 [93, 90, 107]
-16.2103921856 -3.84430191221 [94, 87, 75]
-16.3646252841 -2.50352243795 [100, 104, 61]
-16.0810363458 -4.48296228043 [90, 84, 81]
-15.5637400575 -7.60803962505 [76, 90, 78]
-16.0475236007 -7.32327444162 [77, 101, 79]
-17.5608155058 -0.103722610854 [98, 89, 90]
-15.0689312683 -9.39651093816 [82, 80, 78]


-16.818679023 -1.20067381107 [95, 84, 92]
-14.7020680958 -10.8605275027 [77, 78, 80]
-17.7018068696 0.814519431334 [93, 90, 107]
-16.2103921856 -3.84430191221 [94, 87, 75]
-16.3646252841 -2.50352243795 [100, 104, 61]
-16.0810363458 -4.48296228043 [90, 84, 81]
-15.5637400575 -7.60803962505 [76, 90, 78]
-16.0475236007 -7.32327444162 [77, 101, 79]
-17.5608155058 -0.103722610854 [98, 89, 90]
-15.0689312683 -9.39651093816 [82, 80, 78]


-16.818679023 -1.20067381107 [95, 84, 92]
-14.7020680958 -10.8605275027 [77, 78, 80]
-17.7018068696 0.814519431334 [93, 90, 107]
-16.2103921856 -3.84430191221 [94, 87, 75]
-16.3646252841 -2.50352243795 [100, 104, 61]
-16.0810363458 -4.48296228043 [90, 84, 81]
-15.5637400575 -7.60803962505 [76, 90, 78]
-16.0475236007 -7.32327444162 [77, 101, 79]
-17.5608155058 -0.103722610854 [98, 89, 90]
-15.0689312683 -9.39651093816 [82, 80, 78]


-16.818679023 -1.20067381107 [95, 84, 92]
-14.7020680958 -10.8605275027 [77, 78, 80]
-17.7018068696 0.814519431334 [93, 90, 107]
-16.2103921856 -3.84430191221 [94, 87, 75]
-16.3646252841 -2.50352243795 [100, 104, 61]
-16.0810363458 -4.48296228043 [90, 84, 81]
-15.5637400575 -7.60803962505 [76, 90, 78]
-16.0475236007 -7.32327444162 [77, 101, 79]
-17.5608155058 -0.103722610854 [98, 89, 90]
-15.0689312683 -9.39651093816 [82, 80, 78]


-16.818679023 -1.20067381107 [95, 84, 92]
-14.7020680958 -10.8605275027 [77, 78, 80]
-17.7018068696 0.814519431334 [93, 90, 107]
-16.2103921856 -3.84430191221 [94, 87, 75]
-16.3646252841 -2.50352243795 [100, 104, 61]
-16.0810363458 -4.48296228043 [90, 84, 81]
-15.5637400575 -7.60803962505 [76, 90, 78]
-16.0475236007 -7.32327444162 [77, 101, 79]
-17.5608155058 -0.103722610854 [98, 89, 90]
-15.0689312683 -9.39651093816 [82, 80, 78]


-16.818679023 -1.20067381107 [95, 84, 92]
-14.7020680958 -10.8605275027 [77, 78, 80]
-17.7018068696 0.814519431334 [93, 90, 107]
-16.2103921856 -3.84430191221 [94, 87, 75]
-16.3646252841 -2.50352243795 [100, 104, 61]
-16.0810363458 -4.48296228043 [90, 84, 81]
-15.5637400575 -7.60803962505 [76, 90, 78]
-16.0475236007 -7.32327444162 [77, 101, 79]
-17.5608155058 -0.103722610854 [98, 89, 90]
-15.0689312683 -9.39651093816 [82, 80, 78]


-16.818679023 -1.20067381107 [95, 84, 92]
-14.7020680958 -10.8605275027 [77, 78, 80]
-17.7018068696 0.814519431334 [93, 90, 107]
-16.2103921856 -3.84430191221 [94, 87, 75]
-16.3646252841 -2.50352243795 [100, 104, 61]
-16.0810363458 -4.48296228043 [90, 84, 81]
-15.5637400575 -7.60803962505 [76, 90, 78]
-16.0475236007 -7.32327444162 [77, 101, 79]
-17.5608155058 -0.103722610854 [98, 89, 90]
-15.0689312683 -9.39651093816 [82, 80, 78]


-16.818679023 -1.20067381107 [95, 84, 92]
-14.7020680958 -10.8605275027 [77, 78, 80]
-17.7018068696 0.814519431334 [93, 90, 107]
-16.2103921856 -3.84430191221 [94, 87, 75]
-16.3646252841 -2.50352243795 [100, 104, 61]
-16.0810363458 -4.48296228043 [90, 84, 81]
-15.5637400575 -7.60803962505 [76, 90, 78]
-16.0475236007 -7.32327444162 [77, 101, 79]
-17.5608155058 -0.103722610854 [98, 89, 90]
-15.0689312683 -9.39651093816 [82, 80, 78]


-16.818679023 -1.20067381107 [95, 84, 92]
-14.7020680958 -10.8605275027 [77, 78, 80]
-17.7018068696 0.814519431334 [93, 90, 107]
-16.2103921856 -3.84430191221 [94, 87, 75]
-16.3646252841 -2.50352243795 [100, 104, 61]
-16.0810363458 -4.48296228043 [90, 84, 81]
-15.5637400575 -7.60803962505 [76, 90, 78]
-16.0475236007 -7.32327444162 [77, 101, 79]
-17.5608155058 -0.103722610854 [98, 89, 90]
-15.0689312683 -9.39651093816 [82, 80, 78]


-16.818679023 -1.20067381107 [95, 84, 92]
-14.7020680958 -10.8605275027 [77, 78, 80]
-17.7018068696 0.814519431334 [93, 90, 107]
-16.2103921856 -3.84430191221 [94, 87, 75]
-16.3646252841 -2.50352243795 [100, 104, 61]
-16.0810363458 -4.48296228043 [90, 84, 81]
-15.5637400575 -7.60803962505 [76, 90, 78]
-16.0475236007 -7.32327444162 [77, 101, 79]
-17.5608155058 -0.103722610854 [98, 89, 90]
-15.0689312683 -9.39651093816 [82, 80, 78]


-16.818679023 -1.20067381107 [95, 84, 92]
-14.7020680958 -10.8605275027 [77, 78, 80]
-17.7018068696 0.814519431334 [93, 90, 107]
-16.2103921856 -3.84430191221 [94, 87, 75]
-16.3646252841 -2.50352243795 [100, 104, 61]
-16.0810363458 -4.48296228043 [90, 84, 81]
-15.5637400575 -7.60803962505 [76, 90, 78]
-16.0475236007 -7.32327444162 [77, 101, 79]
-17.5608155058 -0.103722610854 [98, 89, 90]
-15.0689312683 -9.39651093816 [82, 80, 78]


-16.818679023 -1.20067381107 [95, 84, 92]
-14.7020680958 -10.8605275027 [77, 78, 80]
-17.7018068696 0.814519431334 [93, 90, 107]
-16.2103921856 -3.84430191221 [94, 87, 75]
-16.3646252841 -2.50352243795 [100, 104, 61]
-16.0810363458 -4.48296228043 [90, 84, 81]
-15.5637400575 -7.60803962505 [76, 90, 78]
-16.0475236007 -7.32327444162 [77, 101, 79]
-17.5608155058 -0.103722610854 [98, 89, 90]
-15.0689312683 -9.39651093816 [82, 80, 78]


-16.818679023 -1.20067381107 [95, 84, 92]
-14.7020680958 -10.8605275027 [77, 78, 80]
-17.7018068696 0.814519431334 [93, 90, 107]
-16.2103921856 -3.84430191221 [94, 87, 75]
-16.3646252841 -2.50352243795 [100, 104, 61]
-16.0810363458 -4.48296228043 [90, 84, 81]
-15.5637400575 -7.60803962505 [76, 90, 78]
-16.0475236007 -7.32327444162 [77, 101, 79]
-17.5608155058 -0.103722610854 [98, 89, 90]
-15.0689312683 -9.39651093816 [82, 80, 78]


-16.818679023 -1.20067381107 [95, 84, 92]
-14.7020680958 -10.8605275027 [77, 78, 80]
-17.7018068696 0.814519431334 [93, 90, 107]
-16.2103921856 -3.84430191221 [94, 87, 75]
-16.3646252841 -2.50352243795 [100, 104, 61]
-16.0810363458 -4.48296228043 [90, 84, 81]
-15.5637400575 -7.60803962505 [76, 90, 78]
-16.0475236007 -7.32327444162 [77, 101, 79]
-17.5608155058 -0.103722610854 [98, 89, 90]
-15.0689312683 -9.39651093816 [82, 80, 78]


-16.818679023 -1.20067381107 [95, 84, 92]
-14.7020680958 -10.8605275027 [77, 78, 80]
-17.7018068696 0.814519431334 [93, 90, 107]
-16.2103921856 -3.84430191221 [94, 87, 75]
-16.3646252841 -2.50352243795 [100, 104, 61]
-16.0810363458 -4.48296228043 [90, 84, 81]
-15.5637400575 -7.60803962505 [76, 90, 78]
-16.0475236007 -7.32327444162 [77, 101, 79]
-17.5608155058 -0.103722610854 [98, 89, 90]
-15.0689312683 -9.39651093816 [82, 80, 78]


-16.818679023 -1.20067381107 [95, 84, 92]
-14.7020680958 -10.8605275027 [77, 78, 80]
-17.7018068696 0.814519431334 [93, 90, 107]
-16.2103921856 -3.84430191221 [94, 87, 75]
-16.3646252841 -2.50352243795 [100, 104, 61]
-16.0810363458 -4.48296228043 [90, 84, 81]
-15.5637400575 -7.60803962505 [76, 90, 78]
-16.0475236007 -7.32327444162 [77, 101, 79]
-17.5608155058 -0.103722610854 [98, 89, 90]
-15.0689312683 -9.39651093816 [82, 80, 78]


-16.818679023 -1.20067381107 [95, 84, 92]
-14.7020680958 -10.8605275027 [77, 78, 80]
-17.7018068696 0.814519431334 [93, 90, 107]
-16.2103921856 -3.84430191221 [94, 87, 75]
-16.3646252841 -2.50352243795 [100, 104, 61]
-16.0810363458 -4.48296228043 [90, 84, 81]
-15.5637400575 -7.60803962505 [76, 90, 78]
-16.0475236007 -7.32327444162 [77, 101, 79]
-17.5608155058 -0.103722610854 [98, 89, 90]
-15.0689312683 -9.39651093816 [82, 80, 78]
-16.7541985081 -1.56318383174 [73, 92, 98]


-16.818679023 -1.20067381107 [95, 84, 92]
-14.7020680958 -10.8605275027 [77, 78, 80]
-17.7018068696 0.814519431334 [93, 90, 107]
-16.2103921856 -3.84430191221 [94, 87, 75]
-16.3646252841 -2.50352243795 [100, 104, 61]
-16.0810363458 -4.48296228043 [90, 84, 81]
-15.5637400575 -7.60803962505 [76, 90, 78]
-16.0475236007 -7.32327444162 [77, 101, 79]
-17.5608155058 -0.103722610854 [98, 89, 90]
-15.0689312683 -9.39651093816 [82, 80, 78]
-16.7541985081 -1.56318383174 [73, 92, 98]


-16.818679023 -1.20067381107 [95, 84, 92]
-14.7020680958 -10.8605275027 [77, 78, 80]
-17.7018068696 0.814519431334 [93, 90, 107]
-16.2103921856 -3.84430191221 [94, 87, 75]
-16.3646252841 -2.50352243795 [100, 104, 61]
-16.0810363458 -4.48296228043 [90, 84, 81]
-15.5637400575 -7.60803962505 [76, 90, 78]
-16.0475236007 -7.32327444162 [77, 101, 79]
-17.5608155058 -0.103722610854 [98, 89, 90]
-15.0689312683 -9.39651093816 [82, 80, 78]
-16.7541985081 -1.56318383174 [73, 92, 98]


-16.818679023 -1.20067381107 [95, 84, 92]
-14.7020680958 -10.8605275027 [77, 78, 80]
-17.7018068696 0.814519431334 [93, 90, 107]
-16.2103921856 -3.84430191221 [94, 87, 75]
-16.3646252841 -2.50352243795 [100, 104, 61]
-16.0810363458 -4.48296228043 [90, 84, 81]
-15.5637400575 -7.60803962505 [76, 90, 78]
-16.0475236007 -7.32327444162 [77, 101, 79]
-17.5608155058 -0.103722610854 [98, 89, 90]
-15.0689312683 -9.39651093816 [82, 80, 78]
-16.7541985081 -1.56318383174 [73, 92, 98]


-16.818679023 -1.20067381107 [95, 84, 92]
-14.7020680958 -10.8605275027 [77, 78, 80]
-17.7018068696 0.814519431334 [93, 90, 107]
-16.2103921856 -3.84430191221 [94, 87, 75]
-16.3646252841 -2.50352243795 [100, 104, 61]
-16.0810363458 -4.48296228043 [90, 84, 81]
-15.5637400575 -7.60803962505 [76, 90, 78]
-16.0475236007 -7.32327444162 [77, 101, 79]
-17.5608155058 -0.103722610854 [98, 89, 90]
-15.0689312683 -9.39651093816 [82, 80, 78]
-16.7541985081 -1.56318383174 [73, 92, 98]


-16.818679023 -1.20067381107 [95, 84, 92]
-14.7020680958 -10.8605275027 [77, 78, 80]
-17.7018068696 0.814519431334 [93, 90, 107]
-16.2103921856 -3.84430191221 [94, 87, 75]
-16.3646252841 -2.50352243795 [100, 104, 61]
-16.0810363458 -4.48296228043 [90, 84, 81]
-15.5637400575 -7.60803962505 [76, 90, 78]
-16.0475236007 -7.32327444162 [77, 101, 79]
-17.5608155058 -0.103722610854 [98, 89, 90]
-15.0689312683 -9.39651093816 [82, 80, 78]
-16.7541985081 -1.56318383174 [73, 92, 98]


-16.818679023 -1.20067381107 [95, 84, 92]
-14.7020680958 -10.8605275027 [77, 78, 80]
-17.7018068696 0.814519431334 [93, 90, 107]
-16.2103921856 -3.84430191221 [94, 87, 75]
-16.3646252841 -2.50352243795 [100, 104, 61]
-16.0810363458 -4.48296228043 [90, 84, 81]
-15.5637400575 -7.60803962505 [76, 90, 78]
-16.0475236007 -7.32327444162 [77, 101, 79]
-17.5608155058 -0.103722610854 [98, 89, 90]
-15.0689312683 -9.39651093816 [82, 80, 78]
-16.7541985081 -1.56318383174 [73, 92, 98]


-16.818679023 -1.20067381107 [95, 84, 92]
-14.7020680958 -10.8605275027 [77, 78, 80]
-17.7018068696 0.814519431334 [93, 90, 107]
-16.2103921856 -3.84430191221 [94, 87, 75]
-16.3646252841 -2.50352243795 [100, 104, 61]
-16.0810363458 -4.48296228043 [90, 84, 81]
-15.5637400575 -7.60803962505 [76, 90, 78]
-16.0475236007 -7.32327444162 [77, 101, 79]
-17.5608155058 -0.103722610854 [98, 89, 90]
-15.0689312683 -9.39651093816 [82, 80, 78]
-16.7541985081 -1.56318383174 [73, 92, 98]


-16.818679023 -1.20067381107 [95, 84, 92]
-14.7020680958 -10.8605275027 [77, 78, 80]
-17.7018068696 0.814519431334 [93, 90, 107]
-16.2103921856 -3.84430191221 [94, 87, 75]
-16.3646252841 -2.50352243795 [100, 104, 61]
-16.0810363458 -4.48296228043 [90, 84, 81]
-15.5637400575 -7.60803962505 [76, 90, 78]
-16.0475236007 -7.32327444162 [77, 101, 79]
-17.5608155058 -0.103722610854 [98, 89, 90]
