0.092 1.75417461749 [46, 97, 136, 119, 38, 2, 18]
0.436 0.403606982722 [218, 19, 14, 41, 53, 9, 79]
0.482 0.325925682461 [241, 50, 26, 6, 28, 16, 10]
0.242 0.597014282222 [121, 15, 0, 29, 64, 6, 25]
0.632 0.112501861731 [316, 39, 9, 49, 35, 34, 59]
0.236 0.692283531105 [118, 39, 18, 27, 36, 32, 15]
0.062 0.857186013174 [31, 7, 11, 22, 3, 3, 16]
0.268 0.525331537056 [134, 41, 8, 50, 0, 13, 6]
0.2 0.732419532265 [100, 6, 6, 0, 8, 23, 33]
0.04 1.06678680692 [20, 22, 9, 25, 21, 0, 35]
0.0 1.513 [0, 41, 117, 5, 1, 1, 6]
0.014 1.39292009047 [7, 19, 15, 87, 37, 21, 3]
0.058 1.0148971867 [29, 27, 21, 11, 33, 21, 4]
0.824 -0.0502275488575 [412, 0, 14, 79, 105, 29, 5]

0.018 1.27880017348 [9, 73, 23, 40, 3, 0, 11]
0.026 1.07769002256 [13, 12, 4, 23, 3, 6, 45]
0.466 0.387572728158 [233, 115, 51, 0, 6, 49, 6]
0.428 0.44936974313 [214, 102, 9, 40, 36, 4, 12]
0.016 1.34116618578 [8, 29, 20, 22, 27, 49, 21]
0.002 1.40191146871 [1, 28, 21, 28, 46, 1, 28]
0.436 0.403606982722 [218, 19, 14, 41, 53, 9, 79]
0.482 0.325925682461 [241, 50, 26, 6, 28, 16, 10]
0.242 0.597014282222 [121, 15, 0, 29, 64, 6, 25]
0.632 0.112501861731 [316, 39, 9, 49, 35, 34, 59]
0.236 0.692283531105 [118, 39, 18, 27, 36, 32, 15]
0.062 0.857186013174 [31, 7, 11, 22, 3, 3, 16]
0.268 0.525331537056 [134, 41, 8, 50, 0, 13, 6]
0.2 0.732419532265 [100, 6, 6, 0, 8, 23, 33]
0.04 1.06678680692 [20, 22, 9, 25, 21, 0, 35]
0.0 1.513 [0, 41, 117, 5, 1, 1, 6]
0.014 1.39292009047 [7, 19, 15, 87, 37, 21, 3]
0.058 1.0148971867 [29, 27, 21, 11, 33, 21, 4]
0.824 -0.0502275488575 [412, 0, 14, 79, 105, 29, 5]

0.018 1.27880017348 [9, 73, 23, 40, 3, 0, 11]
0.026 1.07769002256 [13, 12, 4, 23, 3, 6, 45]
0.466 0.387572728158 [233, 115, 51, 0, 6, 49, 6]
0.428 0.44936974313 [214, 102, 9, 40, 36, 4, 12]
0.016 1.34116618578 [8, 29, 20, 22, 27, 49, 21]
0.002 1.40191146871 [1, 28, 21, 28, 46, 1, 28]
0.436 0.403606982722 [218, 19, 14, 41, 53, 9, 79]
0.482 0.325925682461 [241, 50, 26, 6, 28, 16, 10]
0.242 0.597014282222 [121, 15, 0, 29, 64, 6, 25]
0.632 0.112501861731 [316, 39, 9, 49, 35, 34, 59]
0.236 0.692283531105 [118, 39, 18, 27, 36, 32, 15]
0.062 0.857186013174 [31, 7, 11, 22, 3, 3, 16]
0.268 0.525331537056 [134, 41, 8, 50, 0, 13, 6]
0.2 0.732419532265 [100, 6, 6, 0, 8, 23, 33]
0.04 1.06678680692 [20, 22, 9, 25, 21, 0, 35]
0.0 1.513 [0, 41, 117, 5, 1, 1, 6]
0.014 1.39292009047 [7, 19, 15, 87, 37, 21, 3]
0.058 1.0148971867 [29, 27, 21, 11, 33, 21, 4]
0.824 -0.0502275488575 [412, 0, 14, 79, 105, 29, 5]

0.018 1.27880017348 [9, 73, 23, 40, 3, 0, 11]
0.026 1.07769002256 [13, 12, 4, 23, 3, 6, 45]
0.466 0.387572728158 [233, 115, 51, 0, 6, 49, 6]
0.428 0.44936974313 [214, 102, 9, 40, 36, 4, 12]
0.016 1.34116618578 [8, 29, 20, 22, 27, 49, 21]
0.002 1.40191146871 [1, 28, 21, 28, 46, 1, 28]
0.436 0.403606982722 [218, 19, 14, 41, 53, 9, 79]
0.482 0.325925682461 [241, 50, 26, 6, 28, 16, 10]
0.242 0.597014282222 [121, 15, 0, 29, 64, 6, 25]
0.632 0.112501861731 [316, 39, 9, 49, 35, 34, 59]
0.236 0.692283531105 [118, 39, 18, 27, 36, 32, 15]
0.062 0.857186013174 [31, 7, 11, 22, 3, 3, 16]
0.268 0.525331537056 [134, 41, 8, 50, 0, 13, 6]
0.2 0.732419532265 [100, 6, 6, 0, 8, 23, 33]
0.04 1.06678680692 [20, 22, 9, 25, 21, 0, 35]
0.0 1.513 [0, 41, 117, 5, 1, 1, 6]
0.014 1.39292009047 [7, 19, 15, 87, 37, 21, 3]
0.058 1.0148971867 [29, 27, 21, 11, 33, 21, 4]
0.824 -0.0502275488575 [412, 0, 14, 79, 105, 29, 5]

0.018 1.27880017348 [9, 73, 23, 40, 3, 0, 11]
0.026 1.07769002256 [13, 12, 4, 23, 3, 6, 45]
0.466 0.387572728158 [233, 115, 51, 0, 6, 49, 6]
0.428 0.44936974313 [214, 102, 9, 40, 36, 4, 12]
0.016 1.34116618578 [8, 29, 20, 22, 27, 49, 21]
0.002 1.40191146871 [1, 28, 21, 28, 46, 1, 28]
0.436 0.403606982722 [218, 19, 14, 41, 53, 9, 79]
0.482 0.325925682461 [241, 50, 26, 6, 28, 16, 10]
0.242 0.597014282222 [121, 15, 0, 29, 64, 6, 25]
0.632 0.112501861731 [316, 39, 9, 49, 35, 34, 59]
0.236 0.692283531105 [118, 39, 18, 27, 36, 32, 15]
0.062 0.857186013174 [31, 7, 11, 22, 3, 3, 16]
0.268 0.525331537056 [134, 41, 8, 50, 0, 13, 6]
0.2 0.732419532265 [100, 6, 6, 0, 8, 23, 33]
0.04 1.06678680692 [20, 22, 9, 25, 21, 0, 35]
0.0 1.513 [0, 41, 117, 5, 1, 1, 6]
0.014 1.39292009047 [7, 19, 15, 87, 37, 21, 3]
0.058 1.0148971867 [29, 27, 21, 11, 33, 21, 4]
0.824 -0.0502275488575 [412, 0, 14, 79, 105, 29, 5]

0.018 1.27880017348 [9, 73, 23, 40, 3, 0, 11]
0.026 1.07769002256 [13, 12, 4, 23, 3, 6, 45]
0.466 0.387572728158 [233, 115, 51, 0, 6, 49, 6]
0.428 0.44936974313 [214, 102, 9, 40, 36, 4, 12]
0.016 1.34116618578 [8, 29, 20, 22, 27, 49, 21]
0.002 1.40191146871 [1, 28, 21, 28, 46, 1, 28]
0.436 0.403606982722 [218, 19, 14, 41, 53, 9, 79]
0.482 0.325925682461 [241, 50, 26, 6, 28, 16, 10]
0.242 0.597014282222 [121, 15, 0, 29, 64, 6, 25]
0.632 0.112501861731 [316, 39, 9, 49, 35, 34, 59]
0.236 0.692283531105 [118, 39, 18, 27, 36, 32, 15]
0.062 0.857186013174 [31, 7, 11, 22, 3, 3, 16]
0.268 0.525331537056 [134, 41, 8, 50, 0, 13, 6]
0.2 0.732419532265 [100, 6, 6, 0, 8, 23, 33]
0.04 1.06678680692 [20, 22, 9, 25, 21, 0, 35]
0.0 1.513 [0, 41, 117, 5, 1, 1, 6]
0.014 1.39292009047 [7, 19, 15, 87, 37, 21, 3]
0.058 1.0148971867 [29, 27, 21, 11, 33, 21, 4]
0.824 -0.0502275488575 [412, 0, 14, 79, 105, 29, 5]

0.018 1.27880017348 [9, 73, 23, 40, 3, 0, 11]
0.026 1.07769002256 [13, 12, 4, 23, 3, 6, 45]
0.466 0.387572728158 [233, 115, 51, 0, 6, 49, 6]
0.428 0.44936974313 [214, 102, 9, 40, 36, 4, 12]
0.016 1.34116618578 [8, 29, 20, 22, 27, 49, 21]
0.002 1.40191146871 [1, 28, 21, 28, 46, 1, 28]
0.436 0.403606982722 [218, 19, 14, 41, 53, 9, 79]
0.482 0.325925682461 [241, 50, 26, 6, 28, 16, 10]
0.242 0.597014282222 [121, 15, 0, 29, 64, 6, 25]
0.632 0.112501861731 [316, 39, 9, 49, 35, 34, 59]
0.236 0.692283531105 [118, 39, 18, 27, 36, 32, 15]
0.062 0.857186013174 [31, 7, 11, 22, 3, 3, 16]
0.268 0.525331537056 [134, 41, 8, 50, 0, 13, 6]
0.2 0.732419532265 [100, 6, 6, 0, 8, 23, 33]
0.04 1.06678680692 [20, 22, 9, 25, 21, 0, 35]
0.0 1.513 [0, 41, 117, 5, 1, 1, 6]
0.014 1.39292009047 [7, 19, 15, 87, 37, 21, 3]
0.058 1.0148971867 [29, 27, 21, 11, 33, 21, 4]
0.824 -0.0502275488575 [412, 0, 14, 79, 105, 29, 5]

0.018 1.27880017348 [9, 73, 23, 40, 3, 0, 11]
0.026 1.07769002256 [13, 12, 4, 23, 3, 6, 45]
0.466 0.387572728158 [233, 115, 51, 0, 6, 49, 6]
0.428 0.44936974313 [214, 102, 9, 40, 36, 4, 12]
0.016 1.34116618578 [8, 29, 20, 22, 27, 49, 21]
0.002 1.40191146871 [1, 28, 21, 28, 46, 1, 28]
0.436 0.403606982722 [218, 19, 14, 41, 53, 9, 79]
0.482 0.325925682461 [241, 50, 26, 6, 28, 16, 10]
0.242 0.597014282222 [121, 15, 0, 29, 64, 6, 25]
0.632 0.112501861731 [316, 39, 9, 49, 35, 34, 59]
0.236 0.692283531105 [118, 39, 18, 27, 36, 32, 15]
0.062 0.857186013174 [31, 7, 11, 22, 3, 3, 16]
0.268 0.525331537056 [134, 41, 8, 50, 0, 13, 6]
0.2 0.732419532265 [100, 6, 6, 0, 8, 23, 33]
0.04 1.06678680692 [20, 22, 9, 25, 21, 0, 35]
0.0 1.513 [0, 41, 117, 5, 1, 1, 6]
0.014 1.39292009047 [7, 19, 15, 87, 37, 21, 3]
0.058 1.0148971867 [29, 27, 21, 11, 33, 21, 4]
0.824 -0.0502275488575 [412, 0, 14, 79, 105, 29, 5]

0.018 1.27880017348 [9, 73, 23, 40, 3, 0, 11]
0.026 1.07769002256 [13, 12, 4, 23, 3, 6, 45]
0.466 0.387572728158 [233, 115, 51, 0, 6, 49, 6]
0.428 0.44936974313 [214, 102, 9, 40, 36, 4, 12]
0.016 1.34116618578 [8, 29, 20, 22, 27, 49, 21]
0.002 1.40191146871 [1, 28, 21, 28, 46, 1, 28]
0.436 0.403606982722 [218, 19, 14, 41, 53, 9, 79]
0.482 0.325925682461 [241, 50, 26, 6, 28, 16, 10]
0.242 0.597014282222 [121, 15, 0, 29, 64, 6, 25]
0.632 0.112501861731 [316, 39, 9, 49, 35, 34, 59]
0.236 0.692283531105 [118, 39, 18, 27, 36, 32, 15]
0.062 0.857186013174 [31, 7, 11, 22, 3, 3, 16]
0.268 0.525331537056 [134, 41, 8, 50, 0, 13, 6]
0.2 0.732419532265 [100, 6, 6, 0, 8, 23, 33]
0.04 1.06678680692 [20, 22, 9, 25, 21, 0, 35]
0.0 1.513 [0, 41, 117, 5, 1, 1, 6]
0.014 1.39292009047 [7, 19, 15, 87, 37, 21, 3]
0.058 1.0148971867 [29, 27, 21, 11, 33, 21, 4]
0.824 -0.0502275488575 [412, 0, 14, 79, 105, 29, 5]

0.018 1.27880017348 [9, 73, 23, 40, 3, 0, 11]
0.026 1.07769002256 [13, 12, 4, 23, 3, 6, 45]
0.466 0.387572728158 [233, 115, 51, 0, 6, 49, 6]
0.428 0.44936974313 [214, 102, 9, 40, 36, 4, 12]
0.016 1.34116618578 [8, 29, 20, 22, 27, 49, 21]
0.002 1.40191146871 [1, 28, 21, 28, 46, 1, 28]
0.436 0.403606982722 [218, 19, 14, 41, 53, 9, 79]
0.482 0.325925682461 [241, 50, 26, 6, 28, 16, 10]
0.242 0.597014282222 [121, 15, 0, 29, 64, 6, 25]
0.632 0.112501861731 [316, 39, 9, 49, 35, 34, 59]
0.236 0.692283531105 [118, 39, 18, 27, 36, 32, 15]
0.062 0.857186013174 [31, 7, 11, 22, 3, 3, 16]
0.268 0.525331537056 [134, 41, 8, 50, 0, 13, 6]
0.2 0.732419532265 [100, 6, 6, 0, 8, 23, 33]
0.04 1.06678680692 [20, 22, 9, 25, 21, 0, 35]
0.0 1.513 [0, 41, 117, 5, 1, 1, 6]
0.014 1.39292009047 [7, 19, 15, 87, 37, 21, 3]
0.058 1.0148971867 [29, 27, 21, 11, 33, 21, 4]
0.824 -0.0502275488575 [412, 0, 14, 79, 105, 29, 5]

0.018 1.27880017348 [9, 73, 23, 40, 3, 0, 11]
0.026 1.07769002256 [13, 12, 4, 23, 3, 6, 45]
0.466 0.387572728158 [233, 115, 51, 0, 6, 49, 6]
0.428 0.44936974313 [214, 102, 9, 40, 36, 4, 12]
0.016 1.34116618578 [8, 29, 20, 22, 27, 49, 21]
0.002 1.40191146871 [1, 28, 21, 28, 46, 1, 28]
0.436 0.403606982722 [218, 19, 14, 41, 53, 9, 79]
0.482 0.325925682461 [241, 50, 26, 6, 28, 16, 10]
0.242 0.597014282222 [121, 15, 0, 29, 64, 6, 25]
0.632 0.112501861731 [316, 39, 9, 49, 35, 34, 59]
0.236 0.692283531105 [118, 39, 18, 27, 36, 32, 15]
0.062 0.857186013174 [31, 7, 11, 22, 3, 3, 16]
0.268 0.525331537056 [134, 41, 8, 50, 0, 13, 6]
0.2 0.732419532265 [100, 6, 6, 0, 8, 23, 33]
0.04 1.06678680692 [20, 22, 9, 25, 21, 0, 35]
0.0 1.513 [0, 41, 117, 5, 1, 1, 6]
0.014 1.39292009047 [7, 19, 15, 87, 37, 21, 3]
0.058 1.0148971867 [29, 27, 21, 11, 33, 21, 4]
0.824 -0.0502275488575 [412, 0, 14, 79, 105, 29, 5]

0.018 1.27880017348 [9, 73, 23, 40, 3, 0, 11]
0.026 1.07769002256 [13, 12, 4, 23, 3, 6, 45]
0.466 0.387572728158 [233, 115, 51, 0, 6, 49, 6]
0.428 0.44936974313 [214, 102, 9, 40, 36, 4, 12]
0.016 1.34116618578 [8, 29, 20, 22, 27, 49, 21]
0.002 1.40191146871 [1, 28, 21, 28, 46, 1, 28]
0.436 0.403606982722 [218, 19, 14, 41, 53, 9, 79]
0.482 0.325925682461 [241, 50, 26, 6, 28, 16, 10]
0.242 0.597014282222 [121, 15, 0, 29, 64, 6, 25]
0.632 0.112501861731 [316, 39, 9, 49, 35, 34, 59]
0.236 0.692283531105 [118, 39, 18, 27, 36, 32, 15]
0.062 0.857186013174 [31, 7, 11, 22, 3, 3, 16]
0.268 0.525331537056 [134, 41, 8, 50, 0, 13, 6]
0.2 0.732419532265 [100, 6, 6, 0, 8, 23, 33]
0.04 1.06678680692 [20, 22, 9, 25, 21, 0, 35]
0.0 1.513 [0, 41, 117, 5, 1, 1, 6]
0.014 1.39292009047 [7, 19, 15, 87, 37, 21, 3]
0.058 1.0148971867 [29, 27, 21, 11, 33, 21, 4]
0.824 -0.0502275488575 [412, 0, 14, 79, 105, 29, 5]

0.018 1.27880017348 [9, 73, 23, 40, 3, 0, 11]
0.026 1.07769002256 [13, 12, 4, 23, 3, 6, 45]
0.466 0.387572728158 [233, 115, 51, 0, 6, 49, 6]
0.428 0.44936974313 [214, 102, 9, 40, 36, 4, 12]
0.016 1.34116618578 [8, 29, 20, 22, 27, 49, 21]
0.002 1.40191146871 [1, 28, 21, 28, 46, 1, 28]
0.436 0.403606982722 [218, 19, 14, 41, 53, 9, 79]
0.482 0.325925682461 [241, 50, 26, 6, 28, 16, 10]
0.242 0.597014282222 [121, 15, 0, 29, 64, 6, 25]
0.632 0.112501861731 [316, 39, 9, 49, 35, 34, 59]
0.236 0.692283531105 [118, 39, 18, 27, 36, 32, 15]
0.062 0.857186013174 [31, 7, 11, 22, 3, 3, 16]
0.268 0.525331537056 [134, 41, 8, 50, 0, 13, 6]
0.2 0.732419532265 [100, 6, 6, 0, 8, 23, 33]
0.04 1.06678680692 [20, 22, 9, 25, 21, 0, 35]
0.0 1.513 [0, 41, 117, 5, 1, 1, 6]
0.014 1.39292009047 [7, 19, 15, 87, 37, 21, 3]
0.058 1.0148971867 [29, 27, 21, 11, 33, 21, 4]
0.824 -0.0502275488575 [412, 0, 14, 79, 105, 29, 5]

0.018 1.27880017348 [9, 73, 23, 40, 3, 0, 11]
0.026 1.07769002256 [13, 12, 4, 23, 3, 6, 45]
0.466 0.387572728158 [233, 115, 51, 0, 6, 49, 6]
0.428 0.44936974313 [214, 102, 9, 40, 36, 4, 12]
0.016 1.34116618578 [8, 29, 20, 22, 27, 49, 21]
0.002 1.40191146871 [1, 28, 21, 28, 46, 1, 28]
0.436 0.403606982722 [218, 19, 14, 41, 53, 9, 79]
0.482 0.325925682461 [241, 50, 26, 6, 28, 16, 10]
0.242 0.597014282222 [121, 15, 0, 29, 64, 6, 25]
0.632 0.112501861731 [316, 39, 9, 49, 35, 34, 59]
0.236 0.692283531105 [118, 39, 18, 27, 36, 32, 15]
0.062 0.857186013174 [31, 7, 11, 22, 3, 3, 16]
0.268 0.525331537056 [134, 41, 8, 50, 0, 13, 6]
0.2 0.732419532265 [100, 6, 6, 0, 8, 23, 33]
0.04 1.06678680692 [20, 22, 9, 25, 21, 0, 35]
0.0 1.513 [0, 41, 117, 5, 1, 1, 6]
0.014 1.39292009047 [7, 19, 15, 87, 37, 21, 3]
0.058 1.0148971867 [29, 27, 21, 11, 33, 21, 4]
0.824 -0.0502275488575 [412, 0, 14, 79, 105, 29, 5]

0.018 1.27880017348 [9, 73, 23, 40, 3, 0, 11]
0.026 1.07769002256 [13, 12, 4, 23, 3, 6, 45]
0.466 0.387572728158 [233, 115, 51, 0, 6, 49, 6]
0.428 0.44936974313 [214, 102, 9, 40, 36, 4, 12]
0.016 1.34116618578 [8, 29, 20, 22, 27, 49, 21]
0.002 1.40191146871 [1, 28, 21, 28, 46, 1, 28]
0.436 0.403606982722 [218, 19, 14, 41, 53, 9, 79]
0.482 0.325925682461 [241, 50, 26, 6, 28, 16, 10]
0.242 0.597014282222 [121, 15, 0, 29, 64, 6, 25]
0.632 0.112501861731 [316, 39, 9, 49, 35, 34, 59]
0.236 0.692283531105 [118, 39, 18, 27, 36, 32, 15]
0.062 0.857186013174 [31, 7, 11, 22, 3, 3, 16]
0.268 0.525331537056 [134, 41, 8, 50, 0, 13, 6]
0.2 0.732419532265 [100, 6, 6, 0, 8, 23, 33]
0.04 1.06678680692 [20, 22, 9, 25, 21, 0, 35]
0.0 1.513 [0, 41, 117, 5, 1, 1, 6]
0.014 1.39292009047 [7, 19, 15, 87, 37, 21, 3]
0.058 1.0148971867 [29, 27, 21, 11, 33, 21, 4]
0.824 -0.0502275488575 [412, 0, 14, 79, 105, 29, 5]

0.018 1.27880017348 [9, 73, 23, 40, 3, 0, 11]
0.026 1.07769002256 [13, 12, 4, 23, 3, 6, 45]
0.466 0.387572728158 [233, 115, 51, 0, 6, 49, 6]
0.428 0.44936974313 [214, 102, 9, 40, 36, 4, 12]
0.016 1.34116618578 [8, 29, 20, 22, 27, 49, 21]
0.002 1.40191146871 [1, 28, 21, 28, 46, 1, 28]
0.436 0.403606982722 [218, 19, 14, 41, 53, 9, 79]
0.482 0.325925682461 [241, 50, 26, 6, 28, 16, 10]
0.242 0.597014282222 [121, 15, 0, 29, 64, 6, 25]
0.632 0.112501861731 [316, 39, 9, 49, 35, 34, 59]
0.236 0.692283531105 [118, 39, 18, 27, 36, 32, 15]
0.062 0.857186013174 [31, 7, 11, 22, 3, 3, 16]
0.268 0.525331537056 [134, 41, 8, 50, 0, 13, 6]
0.2 0.732419532265 [100, 6, 6, 0, 8, 23, 33]
0.04 1.06678680692 [20, 22, 9, 25, 21, 0, 35]
0.0 1.513 [0, 41, 117, 5, 1, 1, 6]
0.014 1.39292009047 [7, 19, 15, 87, 37, 21, 3]
0.058 1.0148971867 [29, 27, 21, 11, 33, 21, 4]
0.824 -0.0502275488575 [412, 0, 14, 79, 105, 29, 5]

0.018 1.27880017348 [9, 73, 23, 40, 3, 0, 11]
0.026 1.07769002256 [13, 12, 4, 23, 3, 6, 45]
0.466 0.387572728158 [233, 115, 51, 0, 6, 49, 6]
0.428 0.44936974313 [214, 102, 9, 40, 36, 4, 12]
0.016 1.34116618578 [8, 29, 20, 22, 27, 49, 21]
0.002 1.40191146871 [1, 28, 21, 28, 46, 1, 28]
0.436 0.403606982722 [218, 19, 14, 41, 53, 9, 79]
0.482 0.325925682461 [241, 50, 26, 6, 28, 16, 10]
0.242 0.597014282222 [121, 15, 0, 29, 64, 6, 25]
0.632 0.112501861731 [316, 39, 9, 49, 35, 34, 59]
0.236 0.692283531105 [118, 39, 18, 27, 36, 32, 15]
0.062 0.857186013174 [31, 7, 11, 22, 3, 3, 16]
0.268 0.525331537056 [134, 41, 8, 50, 0, 13, 6]
0.2 0.732419532265 [100, 6, 6, 0, 8, 23, 33]
0.04 1.06678680692 [20, 22, 9, 25, 21, 0, 35]
0.0 1.513 [0, 41, 117, 5, 1, 1, 6]
0.014 1.39292009047 [7, 19, 15, 87, 37, 21, 3]
0.058 1.0148971867 [29, 27, 21, 11, 33, 21, 4]
0.824 -0.0502275488575 [412, 0, 14, 79, 105, 29, 5]

0.018 1.27880017348 [9, 73, 23, 40, 3, 0, 11]
0.026 1.07769002256 [13, 12, 4, 23, 3, 6, 45]
0.466 0.387572728158 [233, 115, 51, 0, 6, 49, 6]
0.428 0.44936974313 [214, 102, 9, 40, 36, 4, 12]
0.016 1.34116618578 [8, 29, 20, 22, 27, 49, 21]
0.002 1.40191146871 [1, 28, 21, 28, 46, 1, 28]
0.436 0.403606982722 [218, 19, 14, 41, 53, 9, 79]
0.482 0.325925682461 [241, 50, 26, 6, 28, 16, 10]
0.242 0.597014282222 [121, 15, 0, 29, 64, 6, 25]
0.632 0.112501861731 [316, 39, 9, 49, 35, 34, 59]
0.236 0.692283531105 [118, 39, 18, 27, 36, 32, 15]
0.062 0.857186013174 [31, 7, 11, 22, 3, 3, 16]
0.268 0.525331537056 [134, 41, 8, 50, 0, 13, 6]
0.2 0.732419532265 [100, 6, 6, 0, 8, 23, 33]
0.04 1.06678680692 [20, 22, 9, 25, 21, 0, 35]
0.0 1.513 [0, 41, 117, 5, 1, 1, 6]
0.014 1.39292009047 [7, 19, 15, 87, 37, 21, 3]
0.058 1.0148971867 [29, 27, 21, 11, 33, 21, 4]
0.824 -0.0502275488575 [412, 0, 14, 79, 105, 29, 5]

0.018 1.27880017348 [9, 73, 23, 40, 3, 0, 11]
0.026 1.07769002256 [13, 12, 4, 23, 3, 6, 45]
0.466 0.387572728158 [233, 115, 51, 0, 6, 49, 6]
0.428 0.44936974313 [214, 102, 9, 40, 36, 4, 12]
0.016 1.34116618578 [8, 29, 20, 22, 27, 49, 21]
0.002 1.40191146871 [1, 28, 21, 28, 46, 1, 28]
0.436 0.403606982722 [218, 19, 14, 41, 53, 9, 79]
0.482 0.325925682461 [241, 50, 26, 6, 28, 16, 10]
0.242 0.597014282222 [121, 15, 0, 29, 64, 6, 25]
0.632 0.112501861731 [316, 39, 9, 49, 35, 34, 59]
0.236 0.692283531105 [118, 39, 18, 27, 36, 32, 15]
0.062 0.857186013174 [31, 7, 11, 22, 3, 3, 16]
0.268 0.525331537056 [134, 41, 8, 50, 0, 13, 6]
0.2 0.732419532265 [100, 6, 6, 0, 8, 23, 33]
0.04 1.06678680692 [20, 22, 9, 25, 21, 0, 35]
0.0 1.513 [0, 41, 117, 5, 1, 1, 6]
0.014 1.39292009047 [7, 19, 15, 87, 37, 21, 3]
0.058 1.0148971867 [29, 27, 21, 11, 33, 21, 4]
0.824 -0.0502275488575 [412, 0, 14, 79, 105, 29, 5]

0.018 1.27880017348 [9, 73, 23, 40, 3, 0, 11]
0.026 1.07769002256 [13, 12, 4, 23, 3, 6, 45]
0.466 0.387572728158 [233, 115, 51, 0, 6, 49, 6]
0.428 0.44936974313 [214, 102, 9, 40, 36, 4, 12]
0.016 1.34116618578 [8, 29, 20, 22, 27, 49, 21]
0.002 1.40191146871 [1, 28, 21, 28, 46, 1, 28]
0.436 0.403606982722 [218, 19, 14, 41, 53, 9, 79]
0.482 0.325925682461 [241, 50, 26, 6, 28, 16, 10]
0.242 0.597014282222 [121, 15, 0, 29, 64, 6, 25]
0.632 0.112501861731 [316, 39, 9, 49, 35, 34, 59]
0.236 0.692283531105 [118, 39, 18, 27, 36, 32, 15]
0.062 0.857186013174 [31, 7, 11, 22, 3, 3, 16]
0.268 0.525331537056 [134, 41, 8, 50, 0, 13, 6]
0.2 0.732419532265 [100, 6, 6, 0, 8, 23, 33]
0.04 1.06678680692 [20, 22, 9, 25, 21, 0, 35]
0.0 1.513 [0, 41, 117, 5, 1, 1, 6]
0.014 1.39292009047 [7, 19, 15, 87, 37, 21, 3]
0.058 1.0148971867 [29, 27, 21, 11, 33, 21, 4]
0.824 -0.0502275488575 [412, 0, 14, 79, 105, 29, 5]

0.018 1.27880017348 [9, 73, 23, 40, 3, 0, 11]
0.026 1.07769002256 [13, 12, 4, 23, 3, 6, 45]
0.466 0.387572728158 [233, 115, 51, 0, 6, 49, 6]
0.428 0.44936974313 [214, 102, 9, 40, 36, 4, 12]
0.016 1.34116618578 [8, 29, 20, 22, 27, 49, 21]
0.002 1.40191146871 [1, 28, 21, 28, 46, 1, 28]
0.436 0.403606982722 [218, 19, 14, 41, 53, 9, 79]
0.482 0.325925682461 [241, 50, 26, 6, 28, 16, 10]
0.242 0.597014282222 [121, 15, 0, 29, 64, 6, 25]
0.632 0.112501861731 [316, 39, 9, 49, 35, 34, 59]
0.236 0.692283531105 [118, 39, 18, 27, 36, 32, 15]
0.062 0.857186013174 [31, 7, 11, 22, 3, 3, 16]
0.268 0.525331537056 [134, 41, 8, 50, 0, 13, 6]
0.2 0.732419532265 [100, 6, 6, 0, 8, 23, 33]
0.04 1.06678680692 [20, 22, 9, 25, 21, 0, 35]
0.0 1.513 [0, 41, 117, 5, 1, 1, 6]
0.014 1.39292009047 [7, 19, 15, 87, 37, 21, 3]
0.058 1.0148971867 [29, 27, 21, 11, 33, 21, 4]
0.824 -0.0502275488575 [412, 0, 14, 79, 105, 29, 5]

0.018 1.27880017348 [9, 73, 23, 40, 3, 0, 11]
0.026 1.07769002256 [13, 12, 4, 23, 3, 6, 45]
0.428 0.44936974313 [214, 102, 9, 40, 36, 4, 12]
0.016 1.34116618578 [8, 29, 20, 22, 27, 49, 21]
0.002 1.40191146871 [1, 28, 21, 28, 46, 1, 28]
0.436 0.403606982722 [218, 19, 14, 41, 53, 9, 79]
0.242 0.597014282222 [121, 15, 0, 29, 64, 6, 25]
0.236 0.692283531105 [118, 39, 18, 27, 36, 32, 15]
0.062 0.857186013174 [31, 7, 11, 22, 3, 3, 16]
0.268 0.525331537056 [134, 41, 8, 50, 0, 13, 6]
0.2 0.732419532265 [100, 6, 6, 0, 8, 23, 33]
0.04 1.06678680692 [20, 22, 9, 25, 21, 0, 35]
0.0 1.513 [0, 41, 117, 5, 1, 1, 6]
0.014 1.39292009047 [7, 19, 15, 87, 37, 21, 3]
0.058 1.0148971867 [29, 27, 21, 11, 33, 21, 4]
0.824 -0.0502275488575 [412, 0, 14, 79, 105, 29, 5]
0.458 0.0932140932106 [229, 5, 4, 74, 2, 5, 14]

0.018 1.27880017348 [9, 73, 23, 40, 3, 0, 11]
0.026 1.07769002256 [13, 12, 4, 23, 3, 6, 45]
0.428 0.44936974313 [214, 102, 9, 40, 36, 4, 12]
0.016 1.34116618578 [8, 29, 20, 22, 27, 49, 21]
0.002 1.40191146871 [1, 28, 21, 28, 46, 1, 28]
0.436 0.403606982722 [218, 19, 14, 41, 53, 9, 79]
0.242 0.597014282222 [121, 15, 0, 29, 64, 6, 25]
0.236 0.692283531105 [118, 39, 18, 27, 36, 32, 15]
0.062 0.857186013174 [31, 7, 11, 22, 3, 3, 16]
0.268 0.525331537056 [134, 41, 8, 50, 0, 13, 6]
0.2 0.732419532265 [100, 6, 6, 0, 8, 23, 33]
0.04 1.06678680692 [20, 22, 9, 25, 21, 0, 35]
0.0 1.513 [0, 41, 117, 5, 1, 1, 6]
