-30.9705 26.913 [33, 12, 165, 4, 3, 41]
-98.6194 6.2019 [3, 38, 6, 13, 1, 7]
-56.7445 5.147 [14, 26, 15, 9, 2, 7]
-111.1219 11.8244 [1, 39, 22, 1, 16, 41]
-202.5256 44.8456 [94, 24, 95, 0, 8, 68]


-228.1738 59.6163 [98, 21, 147, 37, 8, 81]
-201.2202 44.4027 [96, 19, 36, 71, 16, 67]
-150.0866 25.0366 [87, 25, 27, 22, 6, 14]
-186.6884 27.8884 [92, 20, 40, 0, 11, 20]
-159.3033 27.6133 [89, 22, 48, 42, 2, 6]
-102.7084 6.5184 [2, 38, 12, 16, 1, 6]
-210.682 52.5445 [96, 20, 72, 20, 11, 91]
-82.4674 5.9374 [7, 33, 19, 8, 1, 6]
-239.2509 62.4734 [100, 20, 95, 49, 90, 85]
-106.2925 7.4625 [2, 39, 10, 0, 0, 22]
-192.8002 36.9402 [93, 20, 6, 1, 34, 64]
-142.9386 22.4011 [85, 23, 18, 2, 1, 7]
-98.6194 6.2019 [3, 38, 6, 13, 1, 7]
-56.7445 5.147 [14, 26, 15, 9, 2, 7]
-111.1219 11.8244 [1, 39, 22, 1, 16, 41]
-202.5256 44.8456 [94, 24, 95, 0, 8, 68]


-228.1738 59.6163 [98, 21, 147, 37, 8, 81]
-201.2202 44.4027 [96, 19, 36, 71, 16, 67]
-150.0866 25.0366 [87, 25, 27, 22, 6, 14]
-186.6884 27.8884 [92, 20, 40, 0, 11, 20]
-159.3033 27.6133 [89, 22, 48, 42, 2, 6]
-102.7084 6.5184 [2, 38, 12, 16, 1, 6]
-210.682 52.5445 [96, 20, 72, 20, 11, 91]
-82.4674 5.9374 [7, 33, 19, 8, 1, 6]
-239.2509 62.4734 [100, 20, 95, 49, 90, 85]
-106.2925 7.4625 [2, 39, 10, 0, 0, 22]
-192.8002 36.9402 [93, 20, 6, 1, 34, 64]
-142.9386 22.4011 [85, 23, 18, 2, 1, 7]
-98.6194 6.2019 [3, 38, 6, 13, 1, 7]
-56.7445 5.147 [14, 26, 15, 9, 2, 7]
-111.1219 11.8244 [1, 39, 22, 1, 16, 41]
-202.5256 44.8456 [94, 24, 95, 0, 8, 68]


-228.1738 59.6163 [98, 21, 147, 37, 8, 81]
-201.2202 44.4027 [96, 19, 36, 71, 16, 67]
-150.0866 25.0366 [87, 25, 27, 22, 6, 14]
-186.6884 27.8884 [92, 20, 40, 0, 11, 20]
-159.3033 27.6133 [89, 22, 48, 42, 2, 6]
-102.7084 6.5184 [2, 38, 12, 16, 1, 6]
-210.682 52.5445 [96, 20, 72, 20, 11, 91]
-82.4674 5.9374 [7, 33, 19, 8, 1, 6]
-239.2509 62.4734 [100, 20, 95, 49, 90, 85]
-106.2925 7.4625 [2, 39, 10, 0, 0, 22]
-192.8002 36.9402 [93, 20, 6, 1, 34, 64]
-142.9386 22.4011 [85, 23, 18, 2, 1, 7]
-98.6194 6.2019 [3, 38, 6, 13, 1, 7]
-56.7445 5.147 [14, 26, 15, 9, 2, 7]
-111.1219 11.8244 [1, 39, 22, 1, 16, 41]
-202.5256 44.8456 [94, 24, 95, 0, 8, 68]


-228.1738 59.6163 [98, 21, 147, 37, 8, 81]
-201.2202 44.4027 [96, 19, 36, 71, 16, 67]
-150.0866 25.0366 [87, 25, 27, 22, 6, 14]
-186.6884 27.8884 [92, 20, 40, 0, 11, 20]
-159.3033 27.6133 [89, 22, 48, 42, 2, 6]
-102.7084 6.5184 [2, 38, 12, 16, 1, 6]
-210.682 52.5445 [96, 20, 72, 20, 11, 91]
-82.4674 5.9374 [7, 33, 19, 8, 1, 6]
-239.2509 62.4734 [100, 20, 95, 49, 90, 85]
-106.2925 7.4625 [2, 39, 10, 0, 0, 22]
-192.8002 36.9402 [93, 20, 6, 1, 34, 64]
-142.9386 22.4011 [85, 23, 18, 2, 1, 7]
-98.6194 6.2019 [3, 38, 6, 13, 1, 7]
-56.7445 5.147 [14, 26, 15, 9, 2, 7]
-111.1219 11.8244 [1, 39, 22, 1, 16, 41]
-202.5256 44.8456 [94, 24, 95, 0, 8, 68]


-228.1738 59.6163 [98, 21, 147, 37, 8, 81]
-201.2202 44.4027 [96, 19, 36, 71, 16, 67]
-150.0866 25.0366 [87, 25, 27, 22, 6, 14]
-186.6884 27.8884 [92, 20, 40, 0, 11, 20]
-159.3033 27.6133 [89, 22, 48, 42, 2, 6]
-102.7084 6.5184 [2, 38, 12, 16, 1, 6]
-210.682 52.5445 [96, 20, 72, 20, 11, 91]
-82.4674 5.9374 [7, 33, 19, 8, 1, 6]
-239.2509 62.4734 [100, 20, 95, 49, 90, 85]
-106.2925 7.4625 [2, 39, 10, 0, 0, 22]
-192.8002 36.9402 [93, 20, 6, 1, 34, 64]
-142.9386 22.4011 [85, 23, 18, 2, 1, 7]
-98.6194 6.2019 [3, 38, 6, 13, 1, 7]
-56.7445 5.147 [14, 26, 15, 9, 2, 7]
-111.1219 11.8244 [1, 39, 22, 1, 16, 41]
-202.5256 44.8456 [94, 24, 95, 0, 8, 68]


-228.1738 59.6163 [98, 21, 147, 37, 8, 81]
-201.2202 44.4027 [96, 19, 36, 71, 16, 67]
-150.0866 25.0366 [87, 25, 27, 22, 6, 14]
-186.6884 27.8884 [92, 20, 40, 0, 11, 20]
-159.3033 27.6133 [89, 22, 48, 42, 2, 6]
-102.7084 6.5184 [2, 38, 12, 16, 1, 6]
-210.682 52.5445 [96, 20, 72, 20, 11, 91]
-82.4674 5.9374 [7, 33, 19, 8, 1, 6]
-239.2509 62.4734 [100, 20, 95, 49, 90, 85]
-106.2925 7.4625 [2, 39, 10, 0, 0, 22]
-192.8002 36.9402 [93, 20, 6, 1, 34, 64]
-142.9386 22.4011 [85, 23, 18, 2, 1, 7]
-98.6194 6.2019 [3, 38, 6, 13, 1, 7]
-56.7445 5.147 [14, 26, 15, 9, 2, 7]
-111.1219 11.8244 [1, 39, 22, 1, 16, 41]
-202.5256 44.8456 [94, 24, 95, 0, 8, 68]


-228.1738 59.6163 [98, 21, 147, 37, 8, 81]
-201.2202 44.4027 [96, 19, 36, 71, 16, 67]
-150.0866 25.0366 [87, 25, 27, 22, 6, 14]
-186.6884 27.8884 [92, 20, 40, 0, 11, 20]
-159.3033 27.6133 [89, 22, 48, 42, 2, 6]
-102.7084 6.5184 [2, 38, 12, 16, 1, 6]
-210.682 52.5445 [96, 20, 72, 20, 11, 91]
-82.4674 5.9374 [7, 33, 19, 8, 1, 6]
-239.2509 62.4734 [100, 20, 95, 49, 90, 85]
-106.2925 7.4625 [2, 39, 10, 0, 0, 22]
-192.8002 36.9402 [93, 20, 6, 1, 34, 64]
-142.9386 22.4011 [85, 23, 18, 2, 1, 7]
-98.6194 6.2019 [3, 38, 6, 13, 1, 7]
-56.7445 5.147 [14, 26, 15, 9, 2, 7]
-111.1219 11.8244 [1, 39, 22, 1, 16, 41]
-202.5256 44.8456 [94, 24, 95, 0, 8, 68]


-228.1738 59.6163 [98, 21, 147, 37, 8, 81]
-201.2202 44.4027 [96, 19, 36, 71, 16, 67]
-150.0866 25.0366 [87, 25, 27, 22, 6, 14]
-186.6884 27.8884 [92, 20, 40, 0, 11, 20]
-159.3033 27.6133 [89, 22, 48, 42, 2, 6]
-102.7084 6.5184 [2, 38, 12, 16, 1, 6]
-210.682 52.5445 [96, 20, 72, 20, 11, 91]
-82.4674 5.9374 [7, 33, 19, 8, 1, 6]
-239.2509 62.4734 [100, 20, 95, 49, 90, 85]
-106.2925 7.4625 [2, 39, 10, 0, 0, 22]
-192.8002 36.9402 [93, 20, 6, 1, 34, 64]
-142.9386 22.4011 [85, 23, 18, 2, 1, 7]
-98.6194 6.2019 [3, 38, 6, 13, 1, 7]
-56.7445 5.147 [14, 26, 15, 9, 2, 7]
-111.1219 11.8244 [1, 39, 22, 1, 16, 41]
-202.5256 44.8456 [94, 24, 95, 0, 8, 68]


-228.1738 59.6163 [98, 21, 147, 37, 8, 81]
-201.2202 44.4027 [96, 19, 36, 71, 16, 67]
-150.0866 25.0366 [87, 25, 27, 22, 6, 14]
-186.6884 27.8884 [92, 20, 40, 0, 11, 20]
-159.3033 27.6133 [89, 22, 48, 42, 2, 6]
-102.7084 6.5184 [2, 38, 12, 16, 1, 6]
-210.682 52.5445 [96, 20, 72, 20, 11, 91]
-82.4674 5.9374 [7, 33, 19, 8, 1, 6]
-239.2509 62.4734 [100, 20, 95, 49, 90, 85]
-106.2925 7.4625 [2, 39, 10, 0, 0, 22]
-192.8002 36.9402 [93, 20, 6, 1, 34, 64]
-142.9386 22.4011 [85, 23, 18, 2, 1, 7]
-98.6194 6.2019 [3, 38, 6, 13, 1, 7]
-56.7445 5.147 [14, 26, 15, 9, 2, 7]
-111.1219 11.8244 [1, 39, 22, 1, 16, 41]
-202.5256 44.8456 [94, 24, 95, 0, 8, 68]


-228.1738 59.6163 [98, 21, 147, 37, 8, 81]
-201.2202 44.4027 [96, 19, 36, 71, 16, 67]
-150.0866 25.0366 [87, 25, 27, 22, 6, 14]
-186.6884 27.8884 [92, 20, 40, 0, 11, 20]
-159.3033 27.6133 [89, 22, 48, 42, 2, 6]
-102.7084 6.5184 [2, 38, 12, 16, 1, 6]
-210.682 52.5445 [96, 20, 72, 20, 11, 91]
-82.4674 5.9374 [7, 33, 19, 8, 1, 6]
-239.2509 62.4734 [100, 20, 95, 49, 90, 85]
-106.2925 7.4625 [2, 39, 10, 0, 0, 22]
-192.8002 36.9402 [93, 20, 6, 1, 34, 64]
-142.9386 22.4011 [85, 23, 18, 2, 1, 7]
-98.6194 6.2019 [3, 38, 6, 13, 1, 7]
-56.7445 5.147 [14, 26, 15, 9, 2, 7]
-111.1219 11.8244 [1, 39, 22, 1, 16, 41]
-202.5256 44.8456 [94, 24, 95, 0, 8, 68]


-228.1738 59.6163 [98, 21, 147, 37, 8, 81]
-201.2202 44.4027 [96, 19, 36, 71, 16, 67]
-150.0866 25.0366 [87, 25, 27, 22, 6, 14]
-186.6884 27.8884 [92, 20, 40, 0, 11, 20]
-159.3033 27.6133 [89, 22, 48, 42, 2, 6]
-102.7084 6.5184 [2, 38, 12, 16, 1, 6]
-210.682 52.5445 [96, 20, 72, 20, 11, 91]
-82.4674 5.9374 [7, 33, 19, 8, 1, 6]
-239.2509 62.4734 [100, 20, 95, 49, 90, 85]
-106.2925 7.4625 [2, 39, 10, 0, 0, 22]
-192.8002 36.9402 [93, 20, 6, 1, 34, 64]
-142.9386 22.4011 [85, 23, 18, 2, 1, 7]
-98.6194 6.2019 [3, 38, 6, 13, 1, 7]
-56.7445 5.147 [14, 26, 15, 9, 2, 7]
-111.1219 11.8244 [1, 39, 22, 1, 16, 41]
-202.5256 44.8456 [94, 24, 95, 0, 8, 68]


-228.1738 59.6163 [98, 21, 147, 37, 8, 81]
-201.2202 44.4027 [96, 19, 36, 71, 16, 67]
-150.0866 25.0366 [87, 25, 27, 22, 6, 14]
-186.6884 27.8884 [92, 20, 40, 0, 11, 20]
-159.3033 27.6133 [89, 22, 48, 42, 2, 6]
-102.7084 6.5184 [2, 38, 12, 16, 1, 6]
-210.682 52.5445 [96, 20, 72, 20, 11, 91]
-82.4674 5.9374 [7, 33, 19, 8, 1, 6]
-239.2509 62.4734 [100, 20, 95, 49, 90, 85]
-106.2925 7.4625 [2, 39, 10, 0, 0, 22]
-192.8002 36.9402 [93, 20, 6, 1, 34, 64]
-142.9386 22.4011 [85, 23, 18, 2, 1, 7]
-98.6194 6.2019 [3, 38, 6, 13, 1, 7]
-56.7445 5.147 [14, 26, 15, 9, 2, 7]
-111.1219 11.8244 [1, 39, 22, 1, 16, 41]
-202.5256 44.8456 [94, 24, 95, 0, 8, 68]


-228.1738 59.6163 [98, 21, 147, 37, 8, 81]
-201.2202 44.4027 [96, 19, 36, 71, 16, 67]
-150.0866 25.0366 [87, 25, 27, 22, 6, 14]
-186.6884 27.8884 [92, 20, 40, 0, 11, 20]
-159.3033 27.6133 [89, 22, 48, 42, 2, 6]
-102.7084 6.5184 [2, 38, 12, 16, 1, 6]
-210.682 52.5445 [96, 20, 72, 20, 11, 91]
-82.4674 5.9374 [7, 33, 19, 8, 1, 6]
-239.2509 62.4734 [100, 20, 95, 49, 90, 85]
-106.2925 7.4625 [2, 39, 10, 0, 0, 22]
-192.8002 36.9402 [93, 20, 6, 1, 34, 64]
-142.9386 22.4011 [85, 23, 18, 2, 1, 7]
-98.6194 6.2019 [3, 38, 6, 13, 1, 7]
-56.7445 5.147 [14, 26, 15, 9, 2, 7]
-111.1219 11.8244 [1, 39, 22, 1, 16, 41]
-202.5256 44.8456 [94, 24, 95, 0, 8, 68]


-228.1738 59.6163 [98, 21, 147, 37, 8, 81]
-201.2202 44.4027 [96, 19, 36, 71, 16, 67]
-150.0866 25.0366 [87, 25, 27, 22, 6, 14]
-186.6884 27.8884 [92, 20, 40, 0, 11, 20]
-159.3033 27.6133 [89, 22, 48, 42, 2, 6]
-102.7084 6.5184 [2, 38, 12, 16, 1, 6]
-210.682 52.5445 [96, 20, 72, 20, 11, 91]
-82.4674 5.9374 [7, 33, 19, 8, 1, 6]
-239.2509 62.4734 [100, 20, 95, 49, 90, 85]
-106.2925 7.4625 [2, 39, 10, 0, 0, 22]
-192.8002 36.9402 [93, 20, 6, 1, 34, 64]
-142.9386 22.4011 [85, 23, 18, 2, 1, 7]
-98.6194 6.2019 [3, 38, 6, 13, 1, 7]
-56.7445 5.147 [14, 26, 15, 9, 2, 7]
-111.1219 11.8244 [1, 39, 22, 1, 16, 41]
-202.5256 44.8456 [94, 24, 95, 0, 8, 68]


-228.1738 59.6163 [98, 21, 147, 37, 8, 81]
-201.2202 44.4027 [96, 19, 36, 71, 16, 67]
-150.0866 25.0366 [87, 25, 27, 22, 6, 14]
-186.6884 27.8884 [92, 20, 40, 0, 11, 20]
-159.3033 27.6133 [89, 22, 48, 42, 2, 6]
-102.7084 6.5184 [2, 38, 12, 16, 1, 6]
-210.682 52.5445 [96, 20, 72, 20, 11, 91]
-82.4674 5.9374 [7, 33, 19, 8, 1, 6]
-239.2509 62.4734 [100, 20, 95, 49, 90, 85]
-106.2925 7.4625 [2, 39, 10, 0, 0, 22]
-192.8002 36.9402 [93, 20, 6, 1, 34, 64]
-142.9386 22.4011 [85, 23, 18, 2, 1, 7]
-98.6194 6.2019 [3, 38, 6, 13, 1, 7]
-56.7445 5.147 [14, 26, 15, 9, 2, 7]
-111.1219 11.8244 [1, 39, 22, 1, 16, 41]
-202.5256 44.8456 [94, 24, 95, 0, 8, 68]


-228.1738 59.6163 [98, 21, 147, 37, 8, 81]
-201.2202 44.4027 [96, 19, 36, 71, 16, 67]
-150.0866 25.0366 [87, 25, 27, 22, 6, 14]
-186.6884 27.8884 [92, 20, 40, 0, 11, 20]
-159.3033 27.6133 [89, 22, 48, 42, 2, 6]
-102.7084 6.5184 [2, 38, 12, 16, 1, 6]
-210.682 52.5445 [96, 20, 72, 20, 11, 91]
-82.4674 5.9374 [7, 33, 19, 8, 1, 6]
-239.2509 62.4734 [100, 20, 95, 49, 90, 85]
-106.2925 7.4625 [2, 39, 10, 0, 0, 22]
-192.8002 36.9402 [93, 20, 6, 1, 34, 64]
-142.9386 22.4011 [85, 23, 18, 2, 1, 7]
-98.6194 6.2019 [3, 38, 6, 13, 1, 7]
-56.7445 5.147 [14, 26, 15, 9, 2, 7]
-111.1219 11.8244 [1, 39, 22, 1, 16, 41]
-202.5256 44.8456 [94, 24, 95, 0, 8, 68]


-228.1738 59.6163 [98, 21, 147, 37, 8, 81]
-201.2202 44.4027 [96, 19, 36, 71, 16, 67]
-150.0866 25.0366 [87, 25, 27, 22, 6, 14]
-186.6884 27.8884 [92, 20, 40, 0, 11, 20]
-159.3033 27.6133 [89, 22, 48, 42, 2, 6]
-102.7084 6.5184 [2, 38, 12, 16, 1, 6]
-210.682 52.5445 [96, 20, 72, 20, 11, 91]
-82.4674 5.9374 [7, 33, 19, 8, 1, 6]
-239.2509 62.4734 [100, 20, 95, 49, 90, 85]
-106.2925 7.4625 [2, 39, 10, 0, 0, 22]
-192.8002 36.9402 [93, 20, 6, 1, 34, 64]
-142.9386 22.4011 [85, 23, 18, 2, 1, 7]
-98.6194 6.2019 [3, 38, 6, 13, 1, 7]
-56.7445 5.147 [14, 26, 15, 9, 2, 7]
-111.1219 11.8244 [1, 39, 22, 1, 16, 41]
-202.5256 44.8456 [94, 24, 95, 0, 8, 68]


-228.1738 59.6163 [98, 21, 147, 37, 8, 81]
-201.2202 44.4027 [96, 19, 36, 71, 16, 67]
-150.0866 25.0366 [87, 25, 27, 22, 6, 14]
-186.6884 27.8884 [92, 20, 40, 0, 11, 20]
-159.3033 27.6133 [89, 22, 48, 42, 2, 6]
-102.7084 6.5184 [2, 38, 12, 16, 1, 6]
-210.682 52.5445 [96, 20, 72, 20, 11, 91]
-82.4674 5.9374 [7, 33, 19, 8, 1, 6]
-239.2509 62.4734 [100, 20, 95, 49, 90, 85]
-106.2925 7.4625 [2, 39, 10, 0, 0, 22]
-192.8002 36.9402 [93, 20, 6, 1, 34, 64]
-142.9386 22.4011 [85, 23, 18, 2, 1, 7]
-98.6194 6.2019 [3, 38, 6, 13, 1, 7]
-56.7445 5.147 [14, 26, 15, 9, 2, 7]
-111.1219 11.8244 [1, 39, 22, 1, 16, 41]
-202.5256 44.8456 [94, 24, 95, 0, 8, 68]


-228.1738 59.6163 [98, 21, 147, 37, 8, 81]
-201.2202 44.4027 [96, 19, 36, 71, 16, 67]
-150.0866 25.0366 [87, 25, 27, 22, 6, 14]
-186.6884 27.8884 [92, 20, 40, 0, 11, 20]
-159.3033 27.6133 [89, 22, 48, 42, 2, 6]
-102.7084 6.5184 [2, 38, 12, 16, 1, 6]
-210.682 52.5445 [96, 20, 72, 20, 11, 91]
-82.4674 5.9374 [7, 33, 19, 8, 1, 6]
-239.2509 62.4734 [100, 20, 95, 49, 90, 85]
-106.2925 7.4625 [2, 39, 10, 0, 0, 22]
-192.8002 36.9402 [93, 20, 6, 1, 34, 64]
-142.9386 22.4011 [85, 23, 18, 2, 1, 7]
-98.6194 6.2019 [3, 38, 6, 13, 1, 7]
-56.7445 5.147 [14, 26, 15, 9, 2, 7]
-111.1219 11.8244 [1, 39, 22, 1, 16, 41]
-202.5256 44.8456 [94, 24, 95, 0, 8, 68]


-228.1738 59.6163 [98, 21, 147, 37, 8, 81]
-201.2202 44.4027 [96, 19, 36, 71, 16, 67]
-150.0866 25.0366 [87, 25, 27, 22, 6, 14]
-186.6884 27.8884 [92, 20, 40, 0, 11, 20]
-159.3033 27.6133 [89, 22, 48, 42, 2, 6]
-102.7084 6.5184 [2, 38, 12, 16, 1, 6]
-210.682 52.5445 [96, 20, 72, 20, 11, 91]
-82.4674 5.9374 [7, 33, 19, 8, 1, 6]
-239.2509 62.4734 [100, 20, 95, 49, 90, 85]
-106.2925 7.4625 [2, 39, 10, 0, 0, 22]
-192.8002 36.9402 [93, 20, 6, 1, 34, 64]
-142.9386 22.4011 [85, 23, 18, 2, 1, 7]
-98.6194 6.2019 [3, 38, 6, 13, 1, 7]
-56.7445 5.147 [14, 26, 15, 9, 2, 7]
-111.1219 11.8244 [1, 39, 22, 1, 16, 41]
-202.5256 44.8456 [94, 24, 95, 0, 8, 68]


-228.1738 59.6163 [98, 21, 147, 37, 8, 81]
-201.2202 44.4027 [96, 19, 36, 71, 16, 67]
-150.0866 25.0366 [87, 25, 27, 22, 6, 14]
-186.6884 27.8884 [92, 20, 40, 0, 11, 20]
-159.3033 27.6133 [89, 22, 48, 42, 2, 6]
-102.7084 6.5184 [2, 38, 12, 16, 1, 6]
-210.682 52.5445 [96, 20, 72, 20, 11, 91]
-82.4674 5.9374 [7, 33, 19, 8, 1, 6]
-239.2509 62.4734 [100, 20, 95, 49, 90, 85]
-106.2925 7.4625 [2, 39, 10, 0, 0, 22]
-192.8002 36.9402 [93, 20, 6, 1, 34, 64]
-142.9386 22.4011 [85, 23, 18, 2, 1, 7]
-98.6194 6.2019 [3, 38, 6, 13, 1, 7]
-56.7445 5.147 [14, 26, 15, 9, 2, 7]
-111.1219 11.8244 [1, 39, 22, 1, 16, 41]
-202.5256 44.8456 [94, 24, 95, 0, 8, 68]


-228.1738 59.6163 [98, 21, 147, 37, 8, 81]
-201.2202 44.4027 [96, 19, 36, 71, 16, 67]
-150.0866 25.0366 [87, 25, 27, 22, 6, 14]
-186.6884 27.8884 [92, 20, 40, 0, 11, 20]
-159.3033 27.6133 [89, 22, 48, 42, 2, 6]
-102.7084 6.5184 [2, 38, 12, 16, 1, 6]
-210.682 52.5445 [96, 20, 72, 20, 11, 91]
-82.4674 5.9374 [7, 33, 19, 8, 1, 6]
-239.2509 62.4734 [100, 20, 95, 49, 90, 85]
-106.2925 7.4625 [2, 39, 10, 0, 0, 22]
-192.8002 36.9402 [93, 20, 6, 1, 34, 64]
-142.9386 22.4011 [85, 23, 18, 2, 1, 7]
-98.6194 6.2019 [3, 38, 6, 13, 1, 7]
-56.7445 5.147 [14, 26, 15, 9, 2, 7]
-111.1219 11.8244 [1, 39, 22, 1, 16, 41]
-202.5256 44.8456 [94, 24, 95, 0, 8, 68]


-228.1738 59.6163 [98, 21, 147, 37, 8, 81]
-201.2202 44.4027 [96, 19, 36, 71, 16, 67]
-150.0866 25.0366 [87, 25, 27, 22, 6, 14]
-186.6884 27.8884 [92, 20, 40, 0, 11, 20]
-159.3033 27.6133 [89, 22, 48, 42, 2, 6]
-102.7084 6.5184 [2, 38, 12, 16, 1, 6]
-210.682 52.5445 [96, 20, 72, 20, 11, 91]
-82.4674 5.9374 [7, 33, 19, 8, 1, 6]
-239.2509 62.4734 [100, 20, 95, 49, 90, 85]
-106.2925 7.4625 [2, 39, 10, 0, 0, 22]
-192.8002 36.9402 [93, 20, 6, 1, 34, 64]
-142.9386 22.4011 [85, 23, 18, 2, 1, 7]
-98.6194 6.2019 [3, 38, 6, 13, 1, 7]
-56.7445 5.147 [14, 26, 15, 9, 2, 7]
-111.1219 11.8244 [1, 39, 22, 1, 16, 41]
-202.5256 44.8456 [94, 24, 95, 0, 8, 68]


-228.1738 59.6163 [98, 21, 147, 37, 8, 81]
-201.2202 44.4027 [96, 19, 36, 71, 16, 67]
-150.0866 25.0366 [87, 25, 27, 22, 6, 14]
-186.6884 27.8884 [92, 20, 40, 0, 11, 20]
-159.3033 27.6133 [89, 22, 48, 42, 2, 6]
-102.7084 6.5184 [2, 38, 12, 16, 1, 6]
-210.682 52.5445 [96, 20, 72, 20, 11, 91]
-82.4674 5.9374 [7, 33, 19, 8, 1, 6]
-239.2509 62.4734 [100, 20, 95, 49, 90, 85]
-106.2925 7.4625 [2, 39, 10, 0, 0, 22]
-192.8002 36.9402 [93, 20, 6, 1, 34, 64]
-142.9386 22.4011 [85, 23, 18, 2, 1, 7]
-98.6194 6.2019 [3, 38, 6, 13, 1, 7]
-56.7445 5.147 [14, 26, 15, 9, 2, 7]
-111.1219 11.8244 [1, 39, 22, 1, 16, 41]
-202.5256 44.8456 [94, 24, 95, 0, 8, 68]


-228.1738 59.6163 [98, 21, 147, 37, 8, 81]
-201.2202 44.4027 [96, 19, 36, 71, 16, 67]
-150.0866 25.0366 [87, 25, 27, 22, 6, 14]
-186.6884 27.8884 [92, 20, 40, 0, 11, 20]
-159.3033 27.6133 [89, 22, 48, 42, 2, 6]
-102.7084 6.5184 [2, 38, 12, 16, 1, 6]
-210.682 52.5445 [96, 20, 72, 20, 11, 91]
-82.4674 5.9374 [7, 33, 19, 8, 1, 6]
-239.2509 62.4734 [100, 20, 95, 49, 90, 85]
-106.2925 7.4625 [2, 39, 10, 0, 0, 22]
-192.8002 36.9402 [93, 20, 6, 1, 34, 64]
-142.9386 22.4011 [85, 23, 18, 2, 1, 7]
-98.6194 6.2019 [3, 38, 6, 13, 1, 7]
-56.7445 5.147 [14, 26, 15, 9, 2, 7]
-111.1219 11.8244 [1, 39, 22, 1, 16, 41]
-202.5256 44.8456 [94, 24, 95, 0, 8, 68]


-228.1738 59.6163 [98, 21, 147, 37, 8, 81]
-201.2202 44.4027 [96, 19, 36, 71, 16, 67]
-150.0866 25.0366 [87, 25, 27, 22, 6, 14]
-186.6884 27.8884 [92, 20, 40, 0, 11, 20]
-159.3033 27.6133 [89, 22, 48, 42, 2, 6]
-102.7084 6.5184 [2, 38, 12, 16, 1, 6]
-210.682 52.5445 [96, 20, 72, 20, 11, 91]
-82.4674 5.9374 [7, 33, 19, 8, 1, 6]
-239.2509 62.4734 [100, 20, 95, 49, 90, 85]
-106.2925 7.4625 [2, 39, 10, 0, 0, 22]
-192.8002 36.9402 [93, 20, 6, 1, 34, 64]
-142.9386 22.4011 [85, 23, 18, 2, 1, 7]
-98.6194 6.2019 [3, 38, 6, 13, 1, 7]
-56.7445 5.147 [14, 26, 15, 9, 2, 7]
-111.1219 11.8244 [1, 39, 22, 1, 16, 41]
-202.5256 44.8456 [94, 24, 95, 0, 8, 68]


-228.1738 59.6163 [98, 21, 147, 37, 8, 81]
-201.2202 44.4027 [96, 19, 36, 71, 16, 67]
-150.0866 25.0366 [87, 25, 27, 22, 6, 14]
-186.6884 27.8884 [92, 20, 40, 0, 11, 20]
-159.3033 27.6133 [89, 22, 48, 42, 2, 6]
-102.7084 6.5184 [2, 38, 12, 16, 1, 6]
-210.682 52.5445 [96, 20, 72, 20, 11, 91]
-82.4674 5.9374 [7, 33, 19, 8, 1, 6]
-239.2509 62.4734 [100, 20, 95, 49, 90, 85]
-106.2925 7.4625 [2, 39, 10, 0, 0, 22]
-192.8002 36.9402 [93, 20, 6, 1, 34, 64]
-142.9386 22.4011 [85, 23, 18, 2, 1, 7]
-98.6194 6.2019 [3, 38, 6, 13, 1, 7]
-56.7445 5.147 [14, 26, 15, 9, 2, 7]
-111.1219 11.8244 [1, 39, 22, 1, 16, 41]
-202.5256 44.8456 [94, 24, 95, 0, 8, 68]


-228.1738 59.6163 [98, 21, 147, 37, 8, 81]
-201.2202 44.4027 [96, 19, 36, 71, 16, 67]
-150.0866 25.0366 [87, 25, 27, 22, 6, 14]
-186.6884 27.8884 [92, 20, 40, 0, 11, 20]
-159.3033 27.6133 [89, 22, 48, 42, 2, 6]
-102.7084 6.5184 [2, 38, 12, 16, 1, 6]
-210.682 52.5445 [96, 20, 72, 20, 11, 91]
-82.4674 5.9374 [7, 33, 19, 8, 1, 6]
-239.2509 62.4734 [100, 20, 95, 49, 90, 85]
-106.2925 7.4625 [2, 39, 10, 0, 0, 22]
-192.8002 36.9402 [93, 20, 6, 1, 34, 64]
-142.9386 22.4011 [85, 23, 18, 2, 1, 7]
-98.6194 6.2019 [3, 38, 6, 13, 1, 7]
-56.7445 5.147 [14, 26, 15, 9, 2, 7]
-111.1219 11.8244 [1, 39, 22, 1, 16, 41]
-202.5256 44.8456 [94, 24, 95, 0, 8, 68]


-228.1738 59.6163 [98, 21, 147, 37, 8, 81]
-201.2202 44.4027 [96, 19, 36, 71, 16, 67]
-150.0866 25.0366 [87, 25, 27, 22, 6, 14]
-186.6884 27.8884 [92, 20, 40, 0, 11, 20]
-159.3033 27.6133 [89, 22, 48, 42, 2, 6]
-102.7084 6.5184 [2, 38, 12, 16, 1, 6]
-210.682 52.5445 [96, 20, 72, 20, 11, 91]
-82.4674 5.9374 [7, 33, 19, 8, 1, 6]
-239.2509 62.4734 [100, 20, 95, 49, 90, 85]
-106.2925 7.4625 [2, 39, 10, 0, 0, 22]
-192.8002 36.9402 [93, 20, 6, 1, 34, 64]
-142.9386 22.4011 [85, 23, 18, 2, 1, 7]
-98.6194 6.2019 [3, 38, 6, 13, 1, 7]
